mode,gpu_count,batch_size,epoch,train_loss,train_acc,val_loss,val_acc,epoch_time,peak_mem_bytes,peak_mem_gb
fsdp_amp,1,64,1,0.4223473590131615,0.8239353189366699,0.4018115783568238,0.8158124454420751,531.2674283981323,330323968,0.30763816833496094
fsdp_amp,1,64,2,0.3406423411798361,0.857694386132646,0.32736453790564973,0.8512283327098142,239.17211627960205,330323968,0.30763816833496094
fsdp_amp,1,64,3,0.29970064856813655,0.8774187849437782,0.3418267747470059,0.8587729143284699,238.41631078720093,330323968,0.30763816833496094
fsdp_amp,1,64,4,0.26539304198962904,0.8932357159187746,0.240915251315475,0.9035208047553727,237.4699468612671,330323968,0.30763816833496094
fsdp_amp,1,64,5,0.2375979129476424,0.9059817512938291,0.20155473099415622,0.9201271979049757,240.9723255634308,330323968,0.30763816833496094
fsdp_amp,1,64,6,0.21722871282805184,0.9151216926818115,0.22147922396855585,0.9139335744274016,231.25229239463806,330323968,0.30763816833496094
fsdp_amp,1,64,7,0.20054028375847036,0.9222299586390372,0.3407422058668627,0.89304568316914,240.16851329803467,330323968,0.30763816833496094
fsdp_amp,1,64,1,0.4297420786834572,0.824137966869661,0.3353827347488144,0.8547408238766263,236.848224401474,330323968,0.30763816833496094
fsdp_amp,1,64,2,0.34681505397557744,0.8539168208176584,0.31039386748965303,0.8656731928336867,245.3845489025116,330323968,0.30763816833496094
fsdp_amp,1,64,3,0.30441350757678043,0.8752208342859519,0.3388333040061831,0.8555721827326765,235.15566420555115,330323968,0.30763816833496094
fsdp_amp,1,64,4,0.2661104208687735,0.8941294452642737,0.28157084256121956,0.8864155962921395,234.70512628555298,330323968,0.30763816833496094
fsdp_amp,1,64,5,0.2366045243766178,0.9058674370752188,0.20157509897682055,0.9195452467057406,243.2132031917572,330323968,0.30763816833496094
fsdp_amp,1,64,6,0.21471640572202422,0.9163531685822959,0.19257029994207908,0.9245957517562455,232.58562898635864,330323968,0.30763816833496094
fsdp_amp,1,64,7,0.19927970118100743,0.9228846673456238,0.22611026252381952,0.910795194745812,238.07520627975464,330323968,0.30763816833496094
fsdp_amp,1,64,8,0.18728016870562403,0.9273221374680439,0.18271166325784927,0.9297501766637569,239.89717650413513,330323968,0.30763816833496094
fsdp_amp,1,64,9,0.17700119008197926,0.9329651029867188,0.16157315110134038,0.9394355073367419,234.52687168121338,330323968,0.30763816833496094
fsdp_amp,1,64,10,0.16697904181594878,0.9360931556959657,0.15703199892621705,0.9405162738496072,234.85706400871277,330323968,0.30763816833496094
fsdp_amp,1,128,1,0.45733758411246817,0.8180377444765448,0.3821994642414159,0.8225880201188843,227.20164036750793,563894272,0.5251674652099609
fsdp_amp,1,128,2,0.3436190443028237,0.8549664331885353,0.2975735228884848,0.8747765723074366,228.4559473991394,563894272,0.5251674652099609
fsdp_amp,1,128,3,0.30933338550443207,0.8730072953255876,0.268381873518817,0.8856465893502931,228.96792149543762,563894272,0.5251674652099609
fsdp_amp,1,64,1,0.4380922192845905,0.8237638476087544,0.37145506907650105,0.8281996923972232,587.0266382694244,330323968,0.30763816833496094
fsdp_amp,1,64,2,0.3446175460506907,0.855828985928959,0.31034338139420303,0.856341189674523,270.4213020801544,330323968,0.30763816833496094
fsdp_amp,1,64,3,0.3009731907978141,0.8773512356327812,0.2695084754311791,0.8898241676019454,251.96054697036743,330323968,0.30763816833496094
fsdp_amp,1,64,4,0.2644380056944534,0.8951790576351506,0.27662167979574126,0.8895747599451304,253.78922772407532,349450752,0.3254513740539551
fsdp_amp,1,64,5,0.236542577027836,0.9069378338494793,0.21359680048675714,0.9144739576838342,267.77539229393005,348534272,0.3245978355407715
fsdp_amp,1,64,6,0.21273475207865822,0.9179951364496082,0.18588564787756084,0.9273392359812113,256.35255312919617,348534272,0.3245978355407715
fsdp_amp,1,64,7,0.19580680368098408,0.9247656558518488,0.1907258290683965,0.9257180862119134,260.61912846565247,348534272,0.3245978355407715
fsdp_amp,1,64,8,0.1846730793540515,0.9295304803275622,0.16196231482324494,0.9363179116265536,270.17049622535706,348534272,0.3245978355407715
fsdp_amp,1,64,9,0.172664980005267,0.9343992268201942,0.19284377485413343,0.9264247412395561,256.1781976222992,348534272,0.3245978355407715
fsdp_amp,1,64,10,0.16332399585708735,0.938228753143641,0.15546768165301933,0.941638608305275,266.81769943237305,348534272,0.3245978355407715
fsdp_amp,1,128,4,0.2792807467444572,0.8870523559121235,0.2757654991370214,0.892318244170096,275.6355390548706,583153152,0.5431036949157715
fsdp_amp,1,128,5,0.2570835937478801,0.8978290690665724,0.2495854184357916,0.8977636446772249,263.260222196579,583153152,0.5431036949157715
fsdp_amp,1,128,6,0.2358138575136254,0.9067144015131046,0.22574710337225326,0.9082387662634577,252.6680498123169,583153152,0.5431036949157715
fsdp_amp,1,128,7,0.22203727584416857,0.9127626628977615,0.22164898790187132,0.911855177287276,262.8920569419861,583153152,0.5431036949157715
fsdp_amp,1,128,8,0.21144287704348605,0.9169559162804232,0.1912995119745874,0.9236604730431891,250.75196194648743,583153152,0.5431036949157715
